,지점명,일시,일강수량_sum_mm,일강수량_mean_mm,일강수량_std_mm,일강수량_max_mm,평균기온_mean_c,평균풍속_mean_ms,최저기온_min_c,최고기온_max_c,최대순간풍속_max_ms,최대순간풍속향_max_deg,집중호우일수
13,강동,2020,1128.0,12.26086956521739,24.22269373012092,107.5,25.16847826086956,1.5217391304347831,15.4,35.8,16.9,357.2,4.0
14,강동,2021,348.0,4.578947368421052,14.433306997261333,99.5,26.125333333333337,1.5266666666666664,17.1,36.3,11.4,354.4,1.0
15,송파,2017,881.0,9.576086956521738,24.20345706650968,125.0,25.836263736263735,1.4648351648351652,15.2,36.7,8.7,354.4,4.0
16,송파,2018,503.5,5.4728260869565215,17.452976718057876,89.0,27.046739130434794,1.5195652173913041,17.3,40.8,12.5,357.2,3.0
17,송파,2019,583.0,6.336956521739131,16.926815434255243,106.5,25.776086956521734,1.5706521739130435,15.4,37.6,10.0,351.6,1.0
18,송파,2020,1127.0,12.25,23.862529825446625,99.5,25.432608695652174,1.5880434782608694,15.8,35.7,12.1,354.4,4.0
19,송파,2021,390.0,4.239130434782608,13.18142179562692,95.5,26.1804347826087,1.4836956521739124,14.3,37.4,9.9,357.2,1.0
20,강서,2017,802.5,8.722826086956522,22.032114937716777,129.5,25.36333333333333,1.7311111111111113,14.5,35.7,10.8,323.4,2.0
21,강서,2018,580.5,6.309782608695652,18.455447153145638,117.0,26.258241758241745,1.6422222222222227,15.1,38.1,7.5,326.3,1.0
22,강서,2019,454.0,4.934782608695652,13.093119028187578,82.0,25.298913043478265,1.590217391304348,13.4,37.4,13.0,357.2,1.0
23,강서,2020,937.5,10.190217391304348,20.803217522606467,85.5,24.92325581395349,1.6333333333333333,14.3,35.8,13.0,345.9,3.0
24,강서,2021,389.5,4.233695652173913,11.8362107573821,70.0,25.723076923076913,1.3235955056179776,13.0,38.1,10.6,345.9,0.0
25,양천,2017,836.5,9.092391304347826,23.703865469051006,131.0,25.823913043478267,1.3489130434782608,14.8,36.9,8.7,343.1,4.0
26,양천,2018,493.0,5.358695652173913,16.80288536298868,108.5,27.038461538461547,1.392307692307692,17.1,39.7,9.4,351.6,1.0
27,양천,2019,481.0,5.228260869565218,13.592259643521881,78.0,25.916483516483513,1.3593406593406592,15.6,38.8,10.5,345.9,0.0
28,양천,2020,970.5,10.548913043478262,22.0852568523464,104.5,25.473913043478273,1.421739130434783,15.7,36.6,10.6,343.1,3.0
29,양천,2021,527.0,5.728260869565218,14.651709768487443,86.5,26.75326086956522,1.0434782608695652,14.0,38.6,9.9,357.2,1.0
30,도봉,2017,1289.0,14.01086956521739,33.48182861773226,174.5,24.47391304347825,1.022826086956522,12.2,34.9,11.6,351.6,6.0
31,도봉,2018,980.0,10.652173913043478,35.82679173762535,249.5,25.726086956521748,1.0902173913043478,14.0,40.0,11.5,357.2,4.0
32,도봉,2019,559.6,6.0826086956521745,16.431921551272577,97.5,24.446590909090904,1.035555555555556,11.8,37.0,9.6,348.8,1.0
33,도봉,2020,1307.5,14.21195652173913,28.923851682131776,142.5,24.52173913043478,1.0902173913043476,14.4,34.9,15.7,357.2,4.0
34,도봉,2021,445.5,4.842391304347826,12.611247672026677,69.0,24.525287356321844,0.9293478260869562,12.8,34.7,19.7,357.2,0.0
35,노원,2017,973.0,10.576086956521738,27.15613532185184,163.0,24.292391304347817,1.1500000000000001,8.8,35.0,10.5,345.9,4.0
36,노원,2018,686.5,7.461956521739131,20.712080895724988,123.5,25.548351648351648,1.287912087912088,11.8,39.7,15.5,348.8,2.0
37,노원,2019,595.0,6.467391304347826,15.445011347924156,82.5,24.227173913043483,1.1652173913043478,9.8,35.7,11.7,334.7,1.0
38,노원,2020,1193.0,12.967391304347826,26.2009147927523,124.5,24.23260869565217,1.2217391304347824,11.7,36.4,13.6,334.7,4.0
39,노원,2021,368.5,4.005434782608695,11.856165124408415,76.0,24.42282608695652,1.1989130434782604,11.2,36.3,11.2,343.1,0.0
40,동대문,2017,1023.5,11.125,27.96334187844845,161.0,25.353260869565222,1.7010869565217395,14.4,35.9,15.6,354.4,4.0
41,동대문,2018,557.5,6.059782608695652,18.09329339524144,114.5,26.686956521739127,1.7576086956521741,16.4,40.3,13.2,357.2,1.0
42,동대문,2019,529.0,5.75,13.574276739885223,66.5,25.372826086956533,1.7021739130434779,15.1,36.1,11.8,357.2,0.0
43,동대문,2020,1032.5,11.472222222222221,23.67456810126688,105.0,25.105681818181814,1.748863636363636,15.4,36.2,17.2,357.2,4.0
44,동대문,2021,434.5,4.7228260869565215,13.07530264193579,83.5,25.810869565217384,1.5956521739130434,13.4,37.4,12.0,354.4,1.0
45,중랑,2017,1048.5,11.396739130434783,27.677254719540382,149.5,25.811956521739138,2.132608695652174,14.4,36.4,19.3,345.9,4.0
46,중랑,2018,545.5,5.929347826086956,17.82447716998123,114.0,27.03777777777778,2.2311111111111117,16.5,40.2,15.5,357.2,1.0
47,중랑,2019,643.0,6.989130434782608,16.721536133505154,91.0,25.84347826086957,2.038043478260869,15.0,37.0,15.7,357.2,1.0
48,중랑,2020,872.0,9.582417582417582,20.83963421200944,113.5,25.507692307692306,2.0554347826086965,16.1,36.1,15.3,357.2,2.0
49,중랑,2021,372.5,4.048913043478261,12.079648624585664,81.5,26.159340659340653,1.9725274725274728,14.3,37.1,12.8,351.6,1.0
50,기상청,2017,811.5,8.820652173913043,22.96121688605977,157.0,25.393478260869568,1.4793478260869561,14.7,36.2,13.5,340.3,3.0
51,기상청,2018,462.0,5.021739130434782,16.041140967387417,94.0,26.617582417582415,1.4449438202247187,15.7,39.5,14.5,354.6,2.0
52,기상청,2019,536.0,5.826086956521739,14.757459425512652,75.5,25.39239130434783,1.4010869565217392,14.0,37.5,12.8,337.7,0.0
53,기상청,2020,977.5,10.625,21.810828165723677,96.0,25.0,1.4043478260869566,14.4,36.5,17.4,340.6,3.0
54,기상청,2021,511.0,5.554347826086956,14.743494844484324,102.5,26.325274725274724,1.3739130434782612,14.2,37.3,15.3,357.5,1.0
55,마포,2017,852.5,9.266304347826088,23.61637668505756,135.0,25.237362637362637,2.426373626373626,14.2,36.4,15.0,343.1,3.0
56,마포,2018,493.0,5.358695652173913,15.832107814198983,89.0,26.418478260869566,2.33695652173913,16.6,39.0,17.7,340.3,2.0
57,마포,2019,388.5,4.2228260869565215,10.92566394251656,52.5,25.577777777777783,2.272222222222223,14.9,37.7,15.1,343.1,0.0
58,마포,2020,903.0,9.815217391304348,20.83131062007439,100.5,24.931111111111104,2.423595505617978,15.3,36.6,17.2,331.9,1.0
59,마포,2021,480.0,5.217391304347826,13.219471225943568,81.5,25.707608695652173,2.2869565217391297,13.3,36.9,19.6,343.1,1.0
60,서대문,2017,902.0,9.804347826086957,26.35701175779919,133.0,24.656043956043963,1.0877777777777773,13.7,36.1,9.8,343.1,5.0
61,서대문,2018,524.0,5.695652173913044,17.112580765305864,97.0,25.81413043478261,1.2445652173913042,15.2,39.4,8.2,357.2,1.0
62,서대문,2019,438.5,4.766304347826087,11.798084005128493,62.5,24.63369565217392,1.173913043478261,13.3,36.7,8.4,351.6,0.0
63,서대문,2020,1066.0,11.58695652173913,23.72004863230613,103.5,24.238202247190998,1.1200000000000006,13.6,36.4,9.9,351.6,3.0
64,서대문,2021,449.5,4.885869565217392,13.41990961075453,73.5,24.4804347826087,1.1108695652173914,11.9,35.5,13.6,316.7,0.0
65,광진,2017,777.0,8.445652173913043,21.980067958996017,116.0,25.34065934065935,1.4791208791208794,13.9,36.9,10.5,351.6,4.0
66,광진,2018,491.5,5.342391304347826,16.755174589884344,87.5,26.641758241758243,1.5945054945054948,15.9,40.7,9.8,315.0,3.0
67,광진,2019,610.5,6.635869565217392,16.604498142858954,91.5,25.320652173913043,1.4695652173913039,14.2,37.0,9.9,345.9,1.0
68,광진,2020,1001.5,10.88586956521739,22.9237991477725,102.5,24.895454545454538,1.4695652173913043,14.6,36.3,11.2,317.8,3.0
69,광진,2021,401.0,4.358695652173913,13.641268609223701,95.5,25.696739130434786,1.458695652173913,13.8,38.3,8.7,326.3,1.0
70,성북,2017,1030.5,11.201086956521738,28.449594889119126,151.0,24.756666666666657,1.597777777777778,13.6,35.3,18.1,340.3,4.0
71,성북,2018,709.0,7.706521739130435,22.336112800160645,138.0,25.984615384615378,1.7021978021978026,15.2,38.9,15.9,340.3,4.0
72,성북,2019,510.5,5.548913043478261,13.746939675938567,71.5,24.76521739130435,1.660869565217391,13.8,36.6,13.3,329.1,0.0
73,성북,2020,1209.5,13.146739130434783,26.318269470677578,127.0,23.5043956043956,1.7010869565217386,13.9,32.6,18.5,351.6,4.0
74,성북,2021,463.5,5.038043478260869,14.253442556147112,73.5,24.24615384615383,1.5695652173913046,12.3,33.9,17.1,331.9,0.0
75,용산,2017,744.5,8.092391304347826,22.083125842282328,148.5,25.826086956521735,1.896739130434783,14.5,36.7,13.3,354.4,2.0
76,용산,2018,493.5,5.364130434782608,15.408200909888965,85.5,27.032608695652176,1.955434782608696,17.0,39.8,12.7,357.2,2.0
77,용산,2019,488.5,5.309782608695652,14.973207278868408,80.5,25.89565217391304,2.0032608695652168,15.3,38.2,11.6,354.4,1.0
78,용산,2020,982.5,10.679347826086957,22.0819628947311,98.0,25.540229885057467,2.0902173913043494,15.7,36.7,16.8,351.6,2.0
79,용산,2021,416.5,4.5271739130434785,13.631001376233238,99.5,26.507608695652177,1.81304347826087,14.2,39.2,15.6,348.8,1.0
80,은평,2017,909.0,9.880434782608695,25.096010098934254,128.5,23.85222222222222,0.9044444444444442,9.1,34.0,8.4,354.4,3.0
81,은평,2018,684.5,7.440217391304348,25.820049538952865,172.5,24.8967032967033,0.9285714285714287,11.8,38.3,8.8,357.2,2.0
82,은평,2019,505.5,5.494565217391305,14.924626482195881,91.0,23.69239130434783,0.9413043478260871,9.8,36.2,9.9,351.6,1.0
83,은평,2020,1094.0,12.021978021978022,23.975787797033917,122.5,23.81904761904762,1.055952380952381,10.5,35.1,15.5,351.6,3.0
84,은평,2021,425.5,4.625,12.069766287785288,60.0,24.017582417582418,0.8855555555555559,11.0,36.7,12.5,267.2,0.0
85,금천,2017,655.5,7.2032967032967035,16.28035251153604,84.5,25.317045454545447,1.823595505617978,14.7,36.8,11.3,348.8,2.0
86,금천,2018,452.0,4.913043478260869,17.151331716413175,115.5,26.888505747126455,1.8333333333333333,17.1,38.7,10.6,351.6,2.0
87,금천,2019,455.0,4.945652173913044,12.612669481046712,76.5,25.697826086956525,1.8141304347826088,15.1,37.6,16.1,357.2,0.0
88,금천,2020,1046.0,11.369565217391305,22.672642851569396,101.0,25.235869565217385,1.8630434782608694,15.5,35.7,14.1,357.2,2.0
89,금천,2021,471.0,5.175824175824176,13.637850438795866,99.0,26.053932584269663,1.8606741573033707,14.2,37.6,13.2,351.6,1.0
90,한강,2017,789.5,8.581521739130435,24.072267246898775,169.0,25.629347826086967,2.1119565217391307,14.8,35.9,26.5,354.4,2.0
91,한강,2018,487.5,5.298913043478261,14.930803726003615,80.5,26.776086956521745,2.2891304347826087,17.3,39.0,17.4,357.2,1.0
92,한강,2019,485.0,5.271739130434782,12.980419117219283,70.0,25.72608695652174,2.0186813186813195,15.8,37.0,14.4,357.2,0.0
93,한강,2020,809.5,8.798913043478262,18.051066113017573,90.0,25.25326086956522,2.059782608695652,16.0,35.8,15.7,345.9,1.0
94,한강,2021,434.0,4.717391304347826,13.007036208226737,92.0,26.106521739130432,1.9890109890109893,14.1,37.1,13.5,343.1,1.0
95,중구,2017,672.5,7.309782608695652,22.475853024590435,154.5,24.213043478260865,1.3902173913043476,12.8,35.6,11.4,349.1,3.0
96,중구,2018,389.0,4.228260869565218,11.75374923664838,63.0,25.29673913043478,1.5521739130434786,15.1,38.4,14.8,347.0,0.0
97,중구,2019,402.0,4.369565217391305,12.230584426481116,69.5,24.178260869565218,1.4478260869565218,13.0,36.6,13.1,354.6,0.0
98,중구,2020,863.0,9.380434782608695,19.55386608652535,100.0,23.838043478260875,1.4043478260869566,13.5,36.6,19.1,337.0,2.0
99,중구,2021,364.5,3.9619565217391304,10.878760861798497,65.5,24.441758241758233,1.6802197802197811,12.1,36.1,15.1,346.1,0.0
100,성동,2017,960.5,10.440217391304348,27.047154833135533,146.0,25.588043478260875,2.115217391304347,14.7,36.3,16.0,345.9,5.0
101,성동,2018,536.0,5.826086956521739,16.305199531823437,83.5,26.835869565217386,2.1586956521739125,17.5,39.8,17.9,351.6,2.0
102,성동,2019,540.5,5.875,14.71853600728694,80.0,25.58043478260869,2.017391304347827,15.8,37.0,16.9,340.3,0.0
103,성동,2020,1059.0,11.51086956521739,24.821447906168245,119.0,25.21739130434782,2.0206521739130436,16.4,35.0,18.7,354.4,4.0
104,성동,2021,438.0,4.760869565217392,13.744624975570034,92.0,26.10434782608695,1.806521739130435,14.3,37.4,15.4,357.2,1.0
105,북악산,2017,1145.5,12.451086956521738,31.02622603705203,151.5,22.872222222222224,2.218888888888889,12.4,33.4,18.4,357.2,6.0
106,북악산,2018,482.5,5.302197802197802,14.586500441024059,88.0,24.102222222222217,2.065555555555556,13.8,36.1,19.8,357.2,1.0
107,구로,2017,752.0,8.173913043478262,21.13788260973943,110.0,25.12065217391305,2.05,14.1,36.5,22.5,337.5,3.0
108,구로,2018,480.0,5.217391304347826,15.6018990721766,97.0,26.25,2.0966666666666667,15.5,38.9,14.4,357.2,1.0
109,구로,2019,452.5,4.918478260869565,13.268006047332422,72.0,25.18152173913044,1.9673913043478255,13.3,38.0,16.3,345.9,0.0
110,구로,2020,894.5,9.722826086956522,21.16164425392936,98.0,24.751685393258413,2.2597826086956525,14.0,35.3,21.9,345.9,3.0
111,구로,2021,447.5,4.864130434782608,13.771507307526702,99.0,25.623913043478257,1.942391304347827,13.2,36.4,17.0,343.1,1.0
112,강북,2017,1049.0,11.402173913043478,27.626356973328452,138.5,25.464130434782625,1.8576086956521733,14.2,36.1,16.7,337.5,5.0
113,강북,2018,724.5,7.875,26.458408684384064,180.5,26.813043478260862,1.9717391304347827,16.7,41.8,17.8,326.3,2.0
114,강북,2019,524.5,5.701086956521739,14.780827309335546,74.5,25.590217391304353,1.8847826086956532,14.6,38.9,13.0,329.1,0.0
115,강북,2020,1195.0,12.98913043478261,26.145511902468847,131.0,25.366304347826077,1.8989130434782608,15.7,37.1,16.9,317.8,3.0
116,강북,2021,455.0,4.945652173913044,13.077002824298026,68.0,26.041304347826085,1.6978260869565216,13.8,38.8,16.8,357.2,0.0
117,남현,2017,993.0,10.793478260869565,25.100583611917532,148.0,24.317391304347833,1.173913043478261,13.1,34.7,12.5,357.2,3.0
118,남현,2018,540.5,5.875,20.29895046818653,109.5,25.562637362637364,1.232558139534884,14.8,38.8,11.7,331.9,4.0
119,남현,2019,538.0,5.8478260869565215,16.53147831991892,105.5,24.310000000000002,1.0522222222222224,12.0,35.4,12.8,354.4,1.0
120,남현,2020,1235.0,13.423913043478262,26.213088625514143,119.5,24.299999999999994,0.7719101123595511,12.0,35.0,15.1,343.1,5.0
121,남현,2021,489.0,5.315217391304348,14.530134921305534,103.0,24.02222222222222,1.0445652173913038,11.4,35.8,11.6,345.9,1.0
122,관악,2017,815.5,8.86413043478261,20.08554551900413,109.5,24.047826086956523,1.5934782608695648,11.3,35.4,10.4,354.4,2.0
123,관악,2018,494.0,5.369565217391305,18.11605892620351,102.5,24.775824175824184,1.4758241758241752,12.4,38.6,9.9,357.2,4.0
124,관악,2019,558.5,6.070652173913044,15.70741784616972,87.5,23.400000000000006,1.6967391304347827,11.5,36.1,9.4,357.2,1.0
125,관악,2020,981.0,11.02247191011236,21.664527735495252,87.5,23.303260869565214,1.8021739130434784,10.7,34.4,13.4,354.4,1.0
126,관악,2021,461.5,5.016304347826087,13.596915270508509,89.0,23.795652173913048,1.635869565217392,11.0,35.9,10.0,357.2,1.0
127,영등포 ,2017,846.0,9.195652173913043,24.298731089030724,142.0,25.981521739130432,1.1630434782608692,14.9,36.2,11.3,354.4,4.0
128,영등포 ,2018,509.5,5.538043478260869,16.33815625999797,100.5,27.192391304347833,1.1978260869565216,17.5,39.7,8.5,348.8,2.0
129,영등포 ,2019,498.5,5.418478260869565,13.412573478985774,75.0,25.964130434782618,0.8750000000000001,15.7,38.2,7.6,345.9,0.0
130,영등포 ,2020,937.5,10.190217391304348,21.181170674941754,98.5,25.509782608695645,0.8641304347826086,16.0,36.3,9.6,357.2,3.0
131,영등포 ,2021,457.0,4.967391304347826,13.214586585074429,92.0,26.459340659340658,1.1494505494505496,14.7,37.7,9.1,357.2,1.0
132,현충원,2017,861.5,9.36413043478261,23.698553679250008,152.0,25.14719101123596,0.9999999999999997,12.3,36.6,10.6,348.8,3.0
133,현충원,2018,512.5,5.570652173913044,17.272951210665745,101.5,26.432608695652174,1.0260869565217394,14.6,39.9,14.3,357.2,2.0
134,현충원,2019,505.0,5.489130434782608,14.136691069708718,79.0,25.28241758241759,1.0163043478260867,12.6,37.9,8.8,340.3,0.0
135,현충원,2020,1049.0,11.402173913043478,23.41494299932694,100.0,25.027173913043487,0.9858695652173912,12.7,36.2,10.0,343.1,3.0
136,현충원,2021,500.0,5.434782608695652,14.256522970379873,101.5,25.53260869565218,0.8532608695652174,12.5,38.5,8.9,323.4,1.0
137,강남,2007,465.0,5.054347826086956,11.984526773618457,76.0,25.492391304347827,1.7141304347826092,15.9,34.5,14.3,306.2,0.0
138,강남,2008,802.5,8.722826086956522,20.89039478141253,113.0,24.949999999999996,1.668478260869565,13.7,36.6,11.7,353.2,2.0
139,강남,2009,1064.0,11.565217391304348,34.72515456110859,190.5,24.776136363636365,1.6136363636363642,15.4,35.5,16.0,359.6,5.0
140,강남,2010,778.0,8.456521739130435,18.43084075850736,100.0,26.490217391304355,1.498901098901099,13.8,36.2,13.0,306.3,1.0
141,강남,2011,1579.0,17.16304347826087,43.19570266932799,320.0,25.15760869565218,1.5467391304347828,15.6,35.7,17.1,308.3,5.0
142,강남,2012,1021.5,11.103260869565217,30.15004036987058,177.0,26.377173913043475,1.6630434782608696,16.7,38.1,16.5,299.0,3.0
143,강남,2013,873.0,9.48913043478261,24.542626996613212,152.0,26.463043478260865,1.693478260869565,16.6,34.8,13.1,292.5,2.0
144,강남,2014,567.0,6.163043478260869,15.79384855486189,86.0,25.097826086956516,1.6749999999999996,17.7,35.3,15.2,343.1,1.0
145,강남,2015,373.0,4.144444444444445,10.171353374215796,53.5,25.615909090909085,1.7284090909090912,16.7,35.5,18.1,354.4,0.0
146,강남,2016,502.0,5.456521739130435,18.41965806287859,115.5,26.511956521739126,1.629347826086957,16.6,36.4,11.1,337.5,2.0
147,서초,2007,485.0,5.271739130434782,13.287069861847526,89.5,25.788043478260885,1.3347826086956527,16.1,36.2,13.9,328.1,1.0
148,서초,2008,795.5,8.646739130434783,19.8836641276197,109.0,25.291304347826088,1.2239130434782612,14.0,38.4,10.7,325.3,2.0
149,서초,2009,1112.5,12.092391304347826,36.13337087682412,204.0,25.131868131868128,1.254945054945055,14.2,36.4,14.0,325.9,5.0
150,서초,2010,833.0,9.054347826086957,20.303122766596516,100.5,26.08478260869565,1.0868131868131865,13.3,35.6,7.6,348.8,2.0
151,서초,2011,1312.5,14.747191011235955,37.565558119009026,281.0,24.91411764705882,1.072093023255814,15.1,37.1,8.4,334.7,3.0
152,서초,2012,1098.0,11.934782608695652,31.5787187861066,178.5,26.354945054945052,1.1880434782608695,16.7,38.8,10.8,357.2,5.0
153,서초,2013,770.0,8.369565217391305,23.19682499651142,156.0,26.63804347826087,1.157608695652174,15.8,36.0,9.5,334.7,2.0
154,서초,2014,484.5,5.266304347826087,13.12711544165139,86.0,25.405434782608697,1.1586956521739127,17.8,36.2,8.5,326.3,1.0
155,서초,2015,366.0,3.9782608695652173,10.157526588335257,48.5,25.97717391304347,1.1619565217391312,16.0,37.1,9.1,351.6,0.0
156,서초,2016,497.0,5.4021739130434785,17.30642374710838,107.5,27.084782608695644,1.0923913043478262,17.0,38.9,11.2,337.5,2.0
157,강동,2007,599.0,6.510869565217392,14.990285913317981,86.5,25.125274725274732,1.2163043478260869,14.2,36.1,13.2,347.5,1.0
158,강동,2008,824.0,8.956521739130435,20.630801172022437,105.5,24.677173913043486,1.5684782608695644,13.3,37.0,16.0,359.1,3.0
159,강동,2009,1098.5,11.940217391304348,36.35756813088277,208.0,24.300000000000008,1.3296703296703298,13.0,35.3,21.4,354.4,5.0
160,강동,2010,856.5,9.309782608695652,18.483708655638008,82.5,25.75217391304348,1.4681318681318678,11.2,35.1,13.8,280.4,1.0
161,강동,2011,1686.5,18.331521739130434,44.022613892437136,315.5,24.258695652173916,1.369565217391304,14.4,34.2,16.8,357.2,5.0
162,강동,2012,1129.0,12.271739130434783,30.899021379598963,164.0,25.225,1.4815217391304345,14.4,36.1,21.1,351.6,4.0
163,강동,2013,1002.0,10.891304347826088,25.770737524675063,177.0,25.642391304347825,1.4,14.0,34.1,16.5,357.2,2.0
164,강동,2014,552.0,6.0,17.206885920378593,104.5,24.4945652173913,1.355434782608695,17.4,34.9,19.6,348.8,1.0
165,강동,2015,454.5,4.940217391304348,10.765952230283634,47.5,25.196739130434782,1.3989130434782608,14.9,35.5,16.5,351.6,0.0
166,강동,2016,514.0,5.586956521739131,19.525780182475494,134.5,25.700000000000006,1.3282608695652172,16.0,36.3,11.8,357.2,2.0
167,송파,2007,559.5,6.081521739130435,14.120221096452735,90.5,25.60434782608696,1.6641304347826087,15.7,34.9,13.8,352.8,1.0
168,송파,2008,882.5,9.592391304347826,21.61513121670854,104.5,24.847826086956513,1.652173913043478,14.0,37.3,13.0,350.3,3.0
169,송파,2009,1149.0,12.48913043478261,36.52539221088014,221.0,24.659340659340653,1.5865168539325845,14.6,35.8,16.1,358.7,5.0
170,송파,2010,857.5,9.320652173913043,19.44074987272742,93.5,26.094565217391306,1.436263736263736,13.5,35.4,10.2,357.2,2.0
171,송파,2011,1478.0,16.065217391304348,33.607071583102595,209.0,24.87499999999999,1.5293478260869566,15.4,35.2,12.4,345.9,4.0
172,송파,2012,1050.0,11.41304347826087,30.132729157174385,164.5,26.08043478260869,1.6891304347826093,16.5,37.8,17.1,357.2,3.0
173,송파,2013,872.5,9.483695652173912,24.04819463728926,146.5,26.446739130434782,1.5576086956521744,15.8,35.2,10.9,326.3,2.0
174,송파,2014,616.0,6.695652173913044,18.328647564619082,99.0,25.20652173913042,1.5054347826086956,18.0,35.0,12.7,357.2,2.0
175,송파,2015,412.0,4.478260869565218,10.725576150276266,73.5,25.262637362637367,1.307692307692308,16.6,35.9,11.9,348.8,0.0
176,송파,2016,456.5,4.961956521739131,16.839291065911432,116.5,26.552173913043486,1.4673913043478262,16.6,37.5,9.6,345.9,2.0
177,강서,2007,483.0,5.25,11.939292411893733,61.5,24.834782608695654,1.9521739130434788,15.3,34.6,17.1,317.1,0.0
178,강서,2008,717.5,7.798913043478261,19.068998455667398,108.5,24.30434782608697,2.0358695652173906,13.8,35.7,17.1,296.1,2.0
179,강서,2009,1011.5,10.994565217391305,33.45248348713797,183.5,24.208791208791208,1.7483516483516484,14.2,35.5,17.5,318.7,6.0
180,강서,2010,842.0,9.152173913043478,20.616559429126298,108.0,25.182608695652167,1.6505494505494507,14.1,34.4,11.1,323.4,2.0
181,강서,2011,1503.5,16.342391304347824,38.84690501679201,252.5,24.172826086956526,1.8434782608695652,13.5,34.7,15.5,326.3,6.0
182,강서,2012,794.0,8.630434782608695,21.772281698488502,112.0,25.275,1.9326086956521735,16.1,35.9,20.8,337.5,3.0
183,강서,2013,784.5,8.62087912087912,22.210025346343613,161.5,25.736666666666657,1.6700000000000002,16.0,34.7,10.8,331.9,1.0
184,강서,2014,449.5,4.885869565217392,12.221199213847964,62.5,24.60760869565218,1.5380434782608705,17.5,34.9,13.8,340.3,0.0
185,강서,2015,351.0,3.8152173913043477,9.009066675844071,46.5,25.12747252747253,1.5945054945054944,16.2,35.2,10.6,323.4,0.0
186,강서,2016,407.5,4.429347826086956,16.318192760064168,113.5,25.911111111111126,1.5086956521739125,16.3,36.6,12.2,320.6,2.0
187,양천,2007,482.5,5.244565217391305,12.10428462992726,67.0,25.96521739130435,1.7260869565217392,16.4,35.5,14.5,334.5,0.0
188,양천,2008,711.0,7.813186813186813,18.771676115249385,93.5,25.448913043478264,1.66195652173913,14.3,38.2,14.4,359.0,3.0
189,양천,2009,935.0,10.16304347826087,30.28990952787545,167.0,25.32637362637363,1.639560439560439,15.6,36.8,14.9,335.5,5.0
190,양천,2010,792.0,8.608695652173912,20.117215044263055,102.0,26.390217391304343,1.142857142857143,14.5,36.0,10.5,357.2,2.0
191,양천,2011,1311.5,14.903409090909092,41.00762880767946,287.0,24.864130434782613,1.5554347826086954,13.9,35.7,11.8,354.4,5.0
192,양천,2012,1001.0,10.880434782608695,27.510474485226414,149.5,26.22282608695653,1.6586956521739133,16.8,37.2,15.5,343.1,3.0
193,양천,2013,667.0,7.25,19.896918420633952,146.0,26.470652173913045,1.590217391304348,15.8,35.2,12.6,351.6,1.0
194,양천,2014,509.5,5.538043478260869,14.093532476580119,76.0,25.2891304347826,1.4706521739130436,17.8,35.8,15.7,354.4,0.0
195,양천,2015,409.0,4.445652173913044,10.564936960369836,61.0,25.841304347826092,1.526086956521739,16.9,36.0,13.5,351.6,0.0
196,양천,2016,472.0,5.130434782608695,17.96071255304985,126.5,26.67391304347826,1.3739130434782614,16.7,37.3,9.3,351.6,2.0
197,도봉,2007,562.0,6.108695652173913,12.970767235425408,61.5,24.826086956521745,0.7630434782608699,12.0,35.2,15.5,359.4,0.0
198,도봉,2008,982.0,10.673913043478262,27.226102010270846,170.5,24.016304347826086,0.8391304347826088,12.3,36.5,16.6,358.7,2.0
199,도봉,2009,1012.5,11.005434782608695,33.63307949136718,202.0,24.096703296703293,0.7571428571428569,12.7,35.8,14.1,359.6,5.0
200,도봉,2010,1004.5,10.918478260869565,23.464290986625116,124.5,25.41428571428571,0.4777777777777779,10.0,35.0,10.7,359.2,3.0
201,도봉,2011,1420.5,15.440217391304348,29.306062305678488,165.5,23.561797752808985,0.9377777777777782,13.3,34.0,15.1,348.8,4.0
202,도봉,2012,1029.5,11.190217391304348,26.11837406287929,129.0,24.801086956521743,1.1608695652173915,13.4,36.0,21.2,357.2,4.0
203,도봉,2013,940.0,10.217391304347826,22.96501212999708,132.5,25.21847826086957,1.158695652173913,13.9,34.3,14.6,348.8,2.0
204,도봉,2014,472.0,5.130434782608695,12.829368258756036,74.5,23.888043478260876,0.9793478260869565,15.5,35.0,17.6,357.2,0.0
205,도봉,2015,530.5,5.766304347826087,13.294105751442267,78.0,24.258695652173902,1.080434782608696,13.3,35.5,15.8,357.2,0.0
206,도봉,2016,589.5,6.407608695652174,22.923059236678572,155.0,24.95978260869565,1.0271739130434785,13.3,35.5,15.3,354.4,2.0
207,노원,2007,583.0,6.336956521739131,14.082197610335909,75.0,24.597826086956523,1.5793478260869567,12.1,34.4,15.8,341.1,0.0
208,노원,2008,876.0,9.521739130434783,24.782783043954662,129.0,23.839130434782607,1.4956521739130435,11.1,37.0,15.0,354.1,3.0
209,노원,2009,952.5,10.353260869565217,31.21236529793343,192.0,23.681111111111115,1.4577777777777776,11.5,35.0,15.4,348.8,5.0
210,노원,2010,941.5,10.233695652173912,20.638363281503732,97.5,25.115217391304352,1.2043956043956041,9.6,34.1,13.2,357.6,2.0
211,노원,2011,1592.5,17.309782608695652,41.78272175570733,275.5,24.005434782608706,1.7521739130434781,13.5,34.6,14.9,357.2,5.0
212,노원,2012,1033.0,11.228260869565217,29.671221585044016,174.5,24.807608695652174,1.7119565217391297,13.3,36.4,21.7,334.7,5.0
213,노원,2013,913.5,9.929347826086957,22.546238389231604,145.5,25.070652173913043,1.1641304347826085,12.1,33.8,15.3,337.5,2.0
