,지점명,일시,일강수량_sum_mm,일강수량_mean_mm,일강수량_std_mm,일강수량_max_mm,평균기온_mean_c,평균풍속_mean_ms,최저기온_min_c,최고기온_max_c,최대순간풍속_max_ms,최대순간풍속향_max_deg,집중호우일수
214,노원,2014,529.5,5.755434782608695,14.110142592642745,68.0,23.809782608695663,1.2054347826086955,14.7,34.1,11.2,348.8,0.0
215,노원,2015,508.0,5.521739130434782,13.405737873433122,80.0,23.97391304347826,1.3152173913043477,10.0,34.9,13.2,345.9,0.0
216,노원,2016,486.5,5.288043478260869,17.62026706706151,115.0,24.673913043478255,1.1902173913043477,11.3,35.9,10.2,345.9,2.0
217,동대문,2007,492.5,5.353260869565218,12.025279700998357,81.5,25.801086956521736,2.1532608695652176,15.2,35.7,17.3,297.7,1.0
218,동대문,2008,873.5,9.494565217391305,24.24276198373641,128.0,25.258695652173905,1.8902173913043472,14.1,38.2,16.4,353.9,3.0
219,동대문,2009,1011.5,10.994565217391305,32.159756997504765,190.5,25.272527472527475,1.2780219780219784,15.5,37.3,17.9,352.0,5.0
220,동대문,2010,902.0,9.804347826086957,20.909663957671402,98.5,26.184782608695652,1.3340659340659344,13.4,35.4,12.3,357.6,2.0
221,동대문,2011,1539.0,16.912087912087912,42.754700417783404,288.0,24.301111111111116,1.5869565217391302,14.9,34.6,14.4,357.2,4.0
222,동대문,2012,1166.0,12.673913043478262,33.4295581177556,199.5,25.444565217391315,1.7543478260869563,15.9,36.3,21.5,357.2,4.0
223,동대문,2013,908.5,9.875,23.525369168314757,150.0,25.930434782608703,1.7358695652173914,16.1,33.9,16.2,357.2,2.0
224,동대문,2014,502.5,5.461956521739131,14.165860853205306,68.0,24.525000000000002,1.602173913043478,17.6,34.4,22.0,354.4,0.0
225,동대문,2015,337.5,3.6684782608695654,10.117245958793879,73.0,24.99891304347827,1.8369565217391302,15.7,35.6,17.0,357.2,0.0
226,동대문,2016,486.5,5.288043478260869,17.751990090519794,112.5,26.07934782608696,1.6758241758241765,16.6,37.0,15.1,357.2,2.0
227,중랑,2007,467.0,5.076086956521739,12.012570060768967,80.5,25.588043478260857,2.4543478260869556,14.9,34.8,19.2,353.3,1.0
228,중랑,2008,587.0,6.522222222222222,19.377519569572453,115.5,25.00978260869565,2.4119565217391314,14.1,36.8,23.2,312.2,2.0
229,중랑,2009,1052.0,11.434782608695652,34.08765505904959,198.0,24.92637362637363,2.3175824175824173,15.1,35.2,20.1,359.3,5.0
230,중랑,2010,895.0,9.728260869565217,20.488594125753984,97.0,26.49891304347825,2.195604395604396,13.9,35.8,14.8,355.2,2.0
231,중랑,2011,1483.0,16.296703296703296,41.15951206532256,301.0,25.83478260869563,2.1369565217391298,16.1,36.0,19.0,343.1,5.0
232,중랑,2012,1171.5,12.733695652173912,33.418709891428385,186.0,27.01739130434783,2.314130434782609,17.1,38.0,24.6,348.8,6.0
233,중랑,2013,979.5,10.646739130434783,24.183880977626202,154.0,26.394565217391307,2.1597826086956524,16.3,34.4,17.4,351.6,2.0
234,중랑,2014,543.0,5.9021739130434785,16.070968831349685,83.0,25.1304347826087,2.1369565217391298,17.9,34.8,19.8,343.1,2.0
235,중랑,2015,442.0,4.804347826086956,11.285008172797445,66.0,25.56195652173915,2.178260869565218,16.0,35.6,14.7,357.2,0.0
236,중랑,2016,486.5,5.288043478260869,18.86857869750721,126.0,26.468478260869574,2.0836956521739127,16.7,37.4,13.7,357.2,2.0
237,기상청,2007,485.0,5.271739130434782,12.903788744983203,87.5,24.914942528735637,1.2725274725274724,15.2,33.6,8.8,319.2,1.0
238,기상청,2008,790.5,8.592391304347826,20.226455495492342,107.5,24.314285714285713,1.851648351648352,13.7,35.1,18.1,343.1,3.0
239,기상청,2009,1014.5,11.027173913043478,33.118034339599205,186.5,24.217777777777783,1.7444444444444445,14.5,33.9,14.2,340.3,5.0
240,기상청,2010,719.0,7.815217391304348,18.2257994580838,96.5,25.647252747252747,1.6890109890109888,13.4,34.4,13.1,340.3,2.0
241,기상청,2011,1605.5,17.45108695652174,40.9200547155844,266.5,24.316304347826097,1.7111111111111108,14.2,34.2,17.0,348.8,5.0
242,기상청,2012,1053.0,11.445652173913043,31.7499205261391,176.0,25.665217391304346,1.7913043478260875,15.9,35.8,21.8,326.3,5.0
243,기상청,2013,710.0,7.717391304347826,22.732474755392094,176.0,25.867391304347827,1.7815217391304345,15.3,33.9,13.3,357.2,2.0
244,기상청,2014,429.0,4.663043478260869,11.731920553183981,63.0,24.75108695652175,1.5489130434782603,16.8,35.5,17.6,320.6,0.0
245,기상청,2015,363.5,3.9510869565217392,9.994795289123049,63.5,25.304347826086957,1.5804347826086944,15.7,35.1,13.1,329.1,0.0
246,기상청,2016,434.5,4.7228260869565215,15.827254996261187,99.0,26.12717391304347,1.4836956521739126,16.3,36.2,12.1,343.1,2.0
247,마포,2007,483.5,5.255434782608695,12.056983422873076,64.5,25.58043478260869,2.323913043478262,16.5,34.5,15.9,312.4,0.0
248,마포,2008,755.5,8.302197802197803,21.402216801184032,112.0,24.61521739130435,2.3532608695652164,14.1,36.5,14.0,320.9,3.0
249,마포,2009,996.5,10.831521739130435,31.732854432056946,187.0,24.547252747252756,2.105494505494505,15.5,35.5,18.0,303.4,5.0
250,마포,2010,799.5,8.690217391304348,19.965883317687663,98.0,26.0,2.0373626373626372,15.2,34.5,14.1,325.8,2.0
251,마포,2011,1589.5,17.277173913043477,44.10971362275558,309.0,24.66521739130435,2.1630434782608683,14.4,35.8,19.7,297.3,6.0
252,마포,2012,951.0,10.33695652173913,26.25886649793419,138.5,25.248913043478257,2.6119565217391303,15.9,35.5,22.7,351.6,3.0
253,마포,2013,753.5,8.190217391304348,20.860320711149242,146.0,25.37717391304347,2.2532608695652177,16.3,34.3,18.0,354.4,1.0
254,마포,2014,510.5,5.548913043478261,13.598048458601157,61.0,24.308791208791213,2.252747252747253,16.8,34.8,16.5,337.5,0.0
255,마포,2015,312.0,3.391304347826087,8.695655757285452,46.5,25.13222222222223,2.34111111111111,15.9,37.0,14.6,337.5,0.0
256,마포,2016,431.0,4.684782608695652,15.94990740117534,107.0,25.886956521739133,2.351086956521739,16.0,36.3,16.4,351.6,2.0
257,서대문,2007,378.5,4.15934065934066,9.410065273382989,49.0,24.300000000000008,1.3786516853932589,12.7,35.0,14.0,338.3,0.0
258,서대문,2008,781.0,8.48913043478261,22.953605651887468,122.5,23.48409090909091,1.4454545454545453,13.3,35.6,13.2,340.7,3.0
259,서대문,2009,1017.0,11.175824175824175,32.2902095263817,190.5,23.439325842696622,1.348314606741573,12.3,34.3,25.8,357.2,6.0
260,서대문,2010,846.0,9.195652173913043,20.070474257790536,97.5,24.903370786516867,1.282954545454546,13.0,33.7,31.9,357.2,2.0
261,서대문,2011,1597.5,17.36413043478261,40.76925846148398,267.0,23.676086956521736,1.3228260869565218,13.3,34.4,17.1,357.2,5.0
262,서대문,2012,930.0,10.108695652173912,24.36059533084911,116.5,25.001098901098906,1.3846153846153844,14.7,36.8,17.5,357.2,3.0
263,서대문,2013,76.0,12.666666666666666,26.47955185924918,66.5,25.108695652173928,1.1347826086956527,14.1,34.4,9.4,357.2,0.0
264,서대문,2014,0.0,0.0,0.0,0.0,23.9945652173913,1.0597826086956523,15.9,35.2,9.6,357.2,0.0
265,서대문,2015,379.5,4.125,11.011887931875071,70.5,24.32065217391304,1.1695652173913043,14.6,34.7,8.8,357.2,0.0
266,서대문,2016,482.0,5.239130434782608,17.626696514230282,114.5,25.190217391304344,1.047826086956522,15.7,36.0,7.8,351.6,2.0
267,광진,2007,508.0,5.521739130434782,13.077728959738616,91.0,25.713043478260865,2.178260869565216,9.8,34.7,15.8,320.3,1.0
268,광진,2008,758.0,8.23913043478261,20.20560229418346,109.0,25.222727272727266,2.1793478260869565,14.0,36.9,20.1,334.5,2.0
269,광진,2009,1033.5,11.233695652173912,33.721015318405776,186.5,25.1901098901099,2.032967032967033,15.4,36.0,18.5,297.5,4.0
270,광진,2010,742.0,8.065217391304348,18.032512973183906,93.0,26.64782608695652,1.8582417582417579,13.8,36.2,13.2,317.9,1.0
271,광진,2011,1556.0,16.91304347826087,40.59432163341579,282.0,25.084782608695654,1.990109890109891,15.3,36.5,19.2,351.6,4.0
272,광진,2012,1038.0,11.282608695652174,30.204186481877173,181.5,26.064130434782616,1.729347826086957,16.4,37.7,20.5,357.2,3.0
273,광진,2013,888.5,9.657608695652174,24.11726495571376,166.0,26.508695652173916,1.5630434782608689,16.3,36.6,17.1,354.4,2.0
274,광진,2014,549.5,5.9728260869565215,15.10428294736421,87.5,25.210869565217394,1.644565217391304,17.9,35.4,19.9,312.2,1.0
275,광진,2015,398.0,4.326086956521739,10.368335879755843,53.0,25.680434782608696,1.672826086956522,16.4,36.0,13.4,345.9,0.0
276,광진,2016,511.5,5.559782608695652,18.777155045442143,118.5,25.782417582417587,1.5483516483516486,16.4,36.1,12.2,331.9,2.0
277,성북,2007,552.0,6.0,13.077747226776959,62.0,24.686956521739138,1.9423913043478254,13.4,34.0,24.0,358.9,0.0
278,성북,2008,898.0,9.76086956521739,24.99147967564954,151.0,24.136956521739133,1.957608695652174,13.7,36.3,16.3,356.5,3.0
279,성북,2009,966.5,10.505434782608695,30.95126393815487,195.0,24.04615384615385,1.8362637362637355,12.9,35.4,19.4,359.1,5.0
280,성북,2010,894.5,9.82967032967033,22.03951246942885,105.5,25.538202247191002,1.7011363636363634,12.4,34.4,13.8,349.4,2.0
281,성북,2011,1683.0,18.293478260869566,41.938216735259346,285.0,23.62666666666667,1.5122222222222221,14.0,34.1,16.1,345.9,6.0
